0,1,2,3,4,5,6,7,8
N6489,DATA REPRODUCTIONS CORP,4545 GLENMEADE LANE,AUBURN HILLS,"48326
OAKLAND",View,,,
N2721,DELPHI AUTOMOTIVE SYSTEMS LLC,3000 UNIVERSITY DR,AUBURN HILLS,"48326
OAKLAND",View,View,,
N3278,DELTA TOOL CO,1350 HARMON RD,AUBURN HILLS,"48326
OAKLAND",View,,,
N5507,DETROIT WILBERT CREMATION,70 S SQUIRREL RD UNIT M,AUBURN HILLS,"48326
OAKLAND",View,View,,
N7796,DIVERSIFIED FUELS PROPERTIES LLC,810 OPDYKE RD,AUBURN HILLS,"48326
OAKLAND",,View,,
P0347,DOKKA FASTENERS INC,2800 SUPERIOR CT,AUBURN HILLS,"48326
OAKLAND",,View,,
N5490,DXC TECHNOLOGY SERVICES LLC,885 W ENTRANCE DR,AUBURN HILLS,"48326
OAKLAND",View,View,,
N5703,EQ-THE ENVIRONMENTAL QUALITY,2350 BROWN RD,AUBURN HILLS,"48326
OAKLAND",View,,,
N5505,FCA US LLC,1035 W ENTRANCE DR,AUBURN HILLS,"48326
OAKLAND",View,View,,
N1436,FCA US LLC - CHRYSLER TECHNOLOGY CENTER,800 CHRYSLER DRIVE,AUBURN HILLS,"48326
OAKLAND",View,View View,,
N7460,"FEV NORTH AMERICA, INC.",4554 GLENMEADE LANE,AUBURN HILLS,"48326
OAKLAND",View,View,,
N7741,G & M BUILDING CO,1751 HARMAN RD,AUBURN HILLS,"48326
OAKLAND",,View,,
N5771,GEORGE P JOHNSON,3600 GIDDINGS RD,AUBURN HILLS,"48326
OAKLAND",View,View,,
N2109,"GIFFIN, INC.",1900 BROWN RD.,AUBURN HILLS,"48326
OAKLAND",View,,,
U631609998 GKN DRIVELINE,,2200 N OPDYKE RD,AUBURN HILLS,"48326
OAKLAND",View,,,
"U631800435 HIRSCHMANN CAR COMMUNICATION, INC.",,1183 CENTRE ROAD,AUBURN HILLS,"48326
OAKLAND",View,,,
U631500012 HUTCHINSON FTS AND HUTCHINSON SEALING SYSTEMS,,1060 CENTRE DR.,AUBURN HILLS,"48326
OAKLAND",View,,,
N7339,I-75 LLC,4430 LAPEER ROAD,AUBURN HILLS,"48326
OAKLAND",,View,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
N2332,"INALFA ROOF SYSTEMS, INCORPORATED",1370 PACIFIC DRIVE,AUBURN HILLS,"48326
OAKLAND",,View,,
P0924,INCOE CORPORATION,2850 HIGH MEADOW CIRCLE,AUBURN HILLS,"48326
OAKLAND",,View,,
N6867,JABIL,3800 GIDDINGS ROAD,AUBURN HILLS,"48326
OAKLAND",View,View,,
N5293,LOUCA AEROSPACE MOLD SYSTEMS,1399 PACIFIC,AUBURN HILLS,"48326
OAKLAND",View,,,
N7946,MAGNA STEYR,4121 N ATLANTIC BLVD,AUBURN HILLS,"48326
OAKLAND",View,,,
N1489,MAHINDRA AUTOMOTIVE NORTH AMERICA MANUFACTURING,275 REX BLVD.,AUBURN HILLS,"48326
OAKLAND",View,View,,
N7285,MOLEX AUTOMOTIVE,2025 TAYLOR ROAD,AUBURN HILLS,"48326
OAKLAND",View,,,
"U631504917 MUNRO & ASSOCIATES, INC.",,1140 CENTRE ROAD,AUBURN HILLS,"48326
OAKLAND",View,,,
M3894,OAKLAND CO. DPS ANIMAL CONTROL DIVISION,1700 BROWN ROAD,AUBURN HILLS,"48326
OAKLAND",View,,,
N6008,"OAKLAND HEIGHTS DEVELOPMENT, INC.",2350 BROWN ROAD,AUBURN HILLS,"48326
OAKLAND","View
View",,,
N2241,P & F SYSTEMS,3800 LAPEER RD,AUBURN HILLS,"48326
OAKLAND",View,,,
P0328,PREFIX CORPORATION,3500 JOSLYN ROAD,AUBURN HILLS,"48326
OAKLAND",View,View,,
N4991,PUNATI CHEMICALS CORPORATION,1187 CENTRE RD,AUBURN HILLS,"48326
OAKLAND",View,,,
U631800436 PUNATI CHEMICALS CORPORATION,,1160 N. OPDYKE ROAD,AUBURN HILLS,"48326
OAKLAND",View,,,
N8086,SANHUA AUTOMOTIVE NORTH AMERICAN TECH CENTER,3729 AUBURN RD,AUBURN HILLS,"48326
OAKLAND",View,,,
P0565,"SHANNON PRECISION, LLC",4425 PURKS,AUBURN HILLS,"48326
OAKLAND",View,View,,
N3171,STATE CRUSHING INC,2260 AUBURN RD,AUBURN HILLS,"48326
OAKLAND",View,View,,
"U631708326 TRANSIGN, LLC",,281 COLLIER ROAD,AUBURN HILLS,"48326
OAKLAND",View,,,
N7864,UMICORE AUTOCAT USA INC.,2347 COMMERCIAL DR,AUBURN HILLS,"48326
OAKLAND",View,View,,
P0326,US FARATHANE CORPORATION,2700 HIGH MEADOW CIRCLE,AUBURN HILLS,"48326
OAKLAND",View,,,
U63110338,MAACO AUTO PAINTING & BODYWORK,10669 NORTHEND,OAKPARK,"48327
OAKLAND",View,,,
N6503,GM ONE HOUR CLEANERS,2083 HILLER RD,W BLOOMFIELD,"48327
OAKLAND",View,,,
N7260,DETROIT EDISON UNION LAKE SUBSTATION,1425 WILLIAMS LAKE RD,WATERFORD,"48327
OAKLAND",View,,,
N6681,MICHIGAN AVIATION,6150 HIGHLAND RD,WATERFORD,"48327
OAKLAND",View,,,
N6494,UNION LAKE VETERINARY HOSPITAL,1494 LOCHAVEN,WATERFORD,"48327
OAKLAND",View,View,,
N6212,CITY ALUMINUM FOUNDRY,2505 WILLIAMS DR,WATERFORD,"48328
OAKLAND",View,View,,
P0236,HEAT TREATING SERVICES CORP OF AMERICA - PLANT #2,2501 WILLIAMS DR,WATERFORD,"48328
OAKLAND",,View,,
U631810653 HOUSE - OFFICE USE,,3300 ELIZABETH LAKE RD,WATERFORD,"48328
OAKLAND",View,,,
N3789,JOSEPH LUNGHAMER CHEVROLET INC,475 SUMMIT DR,WATERFORD,"48328
OAKLAND",View,View,,
N5201,PATRIOT PUMPS,2210 SCOTT LAKE RD,WATERFORD,"48328
OAKLAND",View,,,
U631605281 TOMATO KITCHEN,,3965 CASS ELIZABETH RD,WATERFORD,"48328
OAKLAND",View,,,
N5094,WOODSPECS INC,2240 SCOTT LAKE RD,WATERFORD,"48328
OAKLAND",View,,,
N3615,MOBIL OIL CORP,4290 WALTON BLVD #03-KRD,DRAYTON PLNS,"48329
OAKLAND",View,,,
B4745,MICHIGAN CRUSHED CONCRETE,25012 PLYMOUTH RD,REDFORD TWP,"48329
WAYNE",,View,,
N7414,A C TIRE AND SERVICE CENTER,4099 RURAL ST,WATERFORD,"48329
OAKLAND",,View,,
N7222,"ABC CUSTOM CHROME, INC.",3370 WARREN DR.,WATERFORD,"48329
OAKLAND",View,,,
N7551,CONOCO PHILLIPS CO - REMEDIATION SITE,3235 WEST WALTON BLVD,WATERFORD,"48329
OAKLAND",View,View,,
P1117,DOUG'S TREE AND LAWN CARE,3809 AIRPORT ROAD,WATERFORD,"48329
OAKLAND",View,,,
N2112,HIGHWOOD DIE & ENGINEERING,5225  WILLIAMS LAKE RD.,WATERFORD,"48329
OAKLAND",View,View,,
N7442,HYDRO DYNAMICS,6200 DELFIELD DR.,WATERFORD,"48329
OAKLAND",View,,,
U631509495 MOBIL GAS STATION,,4290 WALTON ROAD,WATERFORD,"48329
OAKLAND",View,,,
N2122,"SAFETY TECHNOLOGY INTERNATIONAL, INC.",3777 AIRPORT RD,WATERFORD,"48329
OAKLAND",View,,,
N8168,SPEEDWAY SUPERAMERICA LLC #8873,4960 DIXIE HIGHWAY,WATERFORD,"48329
OAKLAND",View,,,
N1507,TOTAL DOOR,6145 DELFIELD DR,WATERFORD,"48329
OAKLAND",View,,,
P0452,CITY OF FARMINGTON HILLS,31555 W ELEVEN MILE ROAD,FARMINGTN HLS,"48331
OAKLAND",View,,,
N2226,MARKETING DISPLAYS INC,38271 W TWELVE MILE RD,FARMINGTN HLS,"48331
OAKLAND",View,,,
N2028,MILLENNIUM CARPENTRY,24746 CRESTVIEW CT,FARMINGTN HLS,"48331
OAKLAND",View,,,
N7727,NISSAN TECH CENTER IN AMERICA,39001 SUNRISE DR,FARMINGTN HLS,"48331
OAKLAND",View,View,,
N5582,ROBERT BOSCH L.L.C.,38000 HILLS TECH DR,FARMINGTN HLS,"48331
OAKLAND",View,View,,
N6763,SUMITOMO ELECTRIC WIRING SYSTEMS,27404 DRAKE RD,FARMINGTN HLS,"48331
OAKLAND",View,,,
EN8200386,HOT LINE CLEANERS,37615 TURNBERRY CT,FARMINGTON,"48331
WAYNE",View,,,
"U631602211 AUTONEUM NORTH AMERICA, INC.",,38555 HILLS TECH DRIVE,FARMINGTON HILLS,"48331
OAKLAND",View,,,
N7804,MCPHERSON OIL CO,27730 ORCHARD LAKE RD,FARMINGTN HLS,"48334
OAKLAND",,View,,
EN8200053,NEW ZEPLIN CLEANERS,29131 GLENARDEN,FARMINGTON,"48334
WAYNE",View,,,
A4906,ACE CONTROLS INC,23435 INDUSTRIAL PARK,FARMINGTN HLS,"48335
OAKLAND",View,,,
P0833,AUTOMARK COLLISION CENTER,24750 N. INDUSTRIAL RD.,FARMINGTN HLS,"48335
OAKLAND",View,,,
P0667,CITY OF FARMINTON HILLS WATER TOWER,27239 HALSTED,FARMINGTN HLS,"48335
OAKLAND",View,,,
N3922,DIAMOND AUTOMATION INC,23400 HAGGERTY RD,FARMINGTN HLS,"48335
OAKLAND",View,,,
P0830,HYDRORBLAST,24792 HATHAWAY ST.,FARMINGTN HLS,"48335
OAKLAND",View,,,
P0293,"JVISFH, LLC",23944 FREEWAY PARK DRIVE,FARMINGTN HLS,"48335
OAKLAND",View,View,,
P0832,"LUCKY'S AUTO SHOP, INC.",23980 INDUSTRIAL PARK DR.,FARMINGTN HLS,"48335
OAKLAND",View,,,
N7320,"MAHLE INDUSTRIES, INC.",23030 MAHLE DRIVE.,FARMINGTN HLS,"48335
OAKLAND",View,,,
M3794,MAIL-TEK INC.,24792 CRESTVIEW COURT,FARMINGTN HLS,"48335
OAKLAND",View,,,
N7571,MIDWEST THERMAL SPRAY,23164 COMMERCE DR,FARMINGTN HLS,"48335
OAKLAND",View,View,,
P0836,ORCHID ORTHOPEDIC SOLUTIONS,23149 COMMERCE DRIVE,FARMINGTN HLS,"48335
OAKLAND",View,,,
EN6300075,QUALITY CARE CLEANERS,39273 GRAND RIVER,FARMINGTN HLS,"48335
OAKLAND",View,,,
N2094,R & J INDUSTRIAL INC,24002 HAGGERTY RD,FARMINGTN HLS,"48335
OAKLAND",View,,,
P0177,"STERLING MILLWORK, INC. (MDCS MISC-1566)",23350 COMMERCE DR,FARMINGTN HLS,"48335
OAKLAND",View,,,
P0121,SUNGARD AVAILABILITY SERVICES LP,37890 INTERCHANGE DRIVE,FARMINGTN HLS,"48335
OAKLAND",,View,,
P0002,"TACHI-S ENGINEERING, USA INC",23227 COMMERCE DR.,FARMINGTN HLS,"48335
OAKLAND",View,,,
N0007,EXOTIC AUTOMATION & SUPPLY,34700 GRAND RIVER AVE,FARMINGTON,"48335
OAKLAND",,View,,
F9158,FENDT BUILDER'S SUPPLY INC,22005 GILL RD,FARMINGTON,"48335
OAKLAND",View,View,,
U63080182,"FILTRA SYSTEMS, INC.",23900 HAGGERTY RD,FARMINGTON,"48335
OAKLAND",View,,,
N3903,POLYFLEX PRODUCTS,23093 COMMERCE DR,FARMINGTON,"48335
OAKLAND",View,,,
U631511780 BROOKS UTILITY PRODUCTS,,23847 INDUSTRIAL PARK DRIVE,FARMINGTON HILLS,"48335
OAKLAND",View,,,
"U631601378 ELECTRO-MATIC PRODUCTS, INC.",,23409 INDUSTRIAL PARK COURT,FARMINGTON HILLS,"48335
OAKLAND",View,,,
U631705228 ERHARD BMW OF FARMINGTON HILLS,,38700 GRAND RIVER AVENUE,FARMINGTON HILLS,"48335
OAKLAND",View,,,
U63100095,ERHARD BMW OF FARMINGTON HILLS.,24600 CRESTVIEW CT.,FARMINGTON HILLS,"48335
OAKLAND",View,,,
U631513520 FIVES CINETIC CORP.,,23400 HALSTED ROAD,FARMINGTON HILLS,"48335
OAKLAND",View,,,
U63140692,"GRAPHIK CONCEPTS, INC.",23555 RESEARCH DR.,FARMINGTON HILLS,"48335
OAKLAND",View,,,
U631901653,ITU ABSORBTECH,24800 CRESTVIEW COURT,FARMINGTON HILLS,"48335
OAKLAND",View,,,
"U631611144 KERN-LIEBERS USA, INC.",,24505 INDOPLEX CIRCLE,FARMINGTON HILLS,"48335
OAKLAND",View,,,
"U631512533 PREMIER FURNACE SPECIALISTS, INC.",,23850 FREEWAY PARK DRIVE,FARMINGTON HILLS,"48335
OAKLAND",View,,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
U63110391,TRW AUTOMOTIVE RESEARCH AND DEVELOPMENT,24175 RESEARCH DRIVE,FARMINGTON HILLS,"48335
OAKLAND",View,,,
U63100174,"QUIGLEY INDUSTRIES, INC. PLANT-2",23890 INDUSTRIAL PARK DRIVE,"FARMINGTON HILLS,","48335
OAKLAND",View,,,
K2729,BEAUMONT HOSPITAL FARMINGTON HILLS,28050 GRAND RIVER AVENUE,FARMINGTN HLS,"48336
OAKLAND",View,View,,
N6650,SPECIALTY STEEL TREATING INC,31610 W EIGHT MILE RD,FARMINGTN HLS,"48336
OAKLAND",View,View,,
P0301,"STATE FABRICATORS, INC.",30550 W 8 MILE,FARMINGTN HLS,"48336
OAKLAND",View,View,,
P0557,AT&T - FARMINGTON,32331 GRAND RIVER AVENUE,FARMINGTON,"48336
OAKLAND",View,,,
B6450,CARLESIMO PRODUCTS INC,29800 E EIGHT MILE RD,FARMINGTON,"48336
OAKLAND",View,,,
U631507541 DMI,,31625 GRAND RIVER AVE,FARMINGTON,"48336
OAKLAND",View,,,
U632003941 FORMER GAS STATION STOREFRONT,,22145 FARMINGTON ROAD,FARMINGTON,"48336
OAKLAND",View,,,
N2175,"LINE PRECISION, INC.",31666 W 8 MILE RD,FARMINGTON,"48336
OAKLAND",View,,,
N0938,OLD WORLD REFINISHING LTD,32726 W EIGHT MILE RD,FARMINGTON,"48336
OAKLAND",View,,,
U631507548 THE OLD WINERY,,31505 GRAND RIVER AVE,FARMINGTON,"48336
OAKLAND",View,,,
U631906830,8 MILE COLLISION,32440 WEST 8 MILE ROAD,FARMINGTON HILLS,"48336
OAKLAND",View,,,
U62148166,AMERICAN CONTROLS,20764 WHITLOCK,FARMINGTON HILLS,"48336
NEWAYGO",View,,,
U631802498 AR GLOBAL / TREMEC,,46643 RYAN CT.,NOVI,"48337
OAKLAND",View,,,
P1086,DANI'S TRANSPORT,225 EAST COLUMBIA AVENUE,PONTIAC,"48340
OAKLAND",View,,,
N5551,DETROIT STEEL TREATING CO,1631 HIGHWOOD EAST,PONTIAC,"48340
OAKLAND",View,View,,
N7786,"DTE PONTIAC NORTH, LLC",824 SAINT CLAIR STREET,PONTIAC,"48340
OAKLAND",View,,,
B4032,GENERAL MOTORS LLC - PONTIAC NORTH CAMPUS,850 GLENWOOD,PONTIAC,"48340
OAKLAND","View
View",,,
N6726,HEAT TREATING SERVICES CORP - PLANT 3,915 CESAR E. CHAVEZ AVENUE,PONTIAC,"48340
OAKLAND",View,View,,
N7040,"JOSLYN FUELS, INC. (N7040) MARATHON GAS STATION",1260 JOSLYN ROAD,PONTIAC,"48340
OAKLAND",View,,,
P0952,LEE TRANSPORTATION,631 CESAR E. CHAVEZ,PONTIAC,"48340
OAKLAND",View,,,
N3768,PERRY MOUNT PARK CEMETERY,878 N PERRY ST,PONTIAC,"48340
OAKLAND",View,View,,
N5458,PERRY STREET AUTO SERVICE,440 NORTH PADDOCK,PONTIAC,"48340
OAKLAND",View,,,
U632002012 VACANT RESIDENCE,,810 SCOTTWOOD ST,PONTIAC,"48340
OAKLAND",View,,,
B4145,AKZONOBEL COATINGS INC,120 FRANKLIN,PONTIAC,"48341
OAKLAND",View,View,,
U631906759 APARTMENT BUILDING,,94 DWIGHT AVE.,PONTIAC,"48341
OAKLAND",View,,,
N3156,CONOCOPHILLIPS,625 ORCHARD LAKE ROAD,PONTIAC,"48341
OAKLAND",View,View,,
N6343,DUPONT HERBERTS AUTOMOTIVE SYSTEMS,2800 CENTERPOINT PKWY,PONTIAC,"48341
OAKLAND",View,,,
U631808141 FORMER SALVATION ARMY BUILDING,,108 AND 118 W. LAWRENCE,PONTIAC,"48341
OAKLAND",View,,,
N7096,HEAT TREATING SERVICES CORP OF AMERICA - PLANT 1,217 CENTRAL AVE,PONTIAC,"48341
OAKLAND",View,View,,
P0992,IMBRANDED,2020 RING ROAD,PONTIAC,"48341
OAKLAND",View,,,
G5252,OAKLAND CO. SERVICE CENTER,1200 NORTH TELEGRAPH BUILDING 22 EAST,PONTIAC,"48341
OAKLAND",View,View,,
P0451,OAKLAND COUNTY SHERIFF'S OFFICE,1200 NORTH TELEGRAPH BLDG 38E,PONTIAC,"48341
OAKLAND",View,View,,
N1294,"PONTIAC WEST, LLC",660 SOUTH BOULEVARD,PONTIAC,"48341
OAKLAND",View,,,
U631708771 RESIDENCE,,69 WALDO,PONTIAC,"48341
OAKLAND",View,,,
G5066,ST JOSEPH MERCY HOSPITAL,44405 WOODWARD AVE,PONTIAC,"48341
OAKLAND",View,View,,
P0923,UNITED SHORE FINANCIAL SERVICES,585 SOUTH BLVD. EAST,PONTIAC,"48341
OAKLAND",,View,,
P0603,"WILLIAMS INTERNATIONAL CO., LLC.",2000 CENTERPOINT PARKWAY,PONTIAC,"48341
OAKLAND",View,,,
P0420,WOODWORTH INC PONTIAC,500 CENTERPOINT PARKWAY N,PONTIAC,"48341
OAKLAND",View,View,,
U632001904 AMAZON FULFILLMENT CENTER,,1200 FEATHERSTONE ROAD,PONTIAC,"48342
OAKLAND",View,,,
N6265,CLARK REFINING & MARKETING,325 N CASS AVE,PONTIAC,"48342
OAKLAND",View,,,
B1950,CLINTON RIVER WRRF,155 N OPDYKE ROAD,PONTIAC,"48342
OAKLAND",View,View,,
P0620,DELL MARKING SYSTEMS,938 FEATHERSTONE ST,PONTIAC,"48342
OAKLAND",View,,,
U632001529 FORMER GLENWOOD PLAZA,,43 S. GLENWOOD,PONTIAC,"48342
OAKLAND",View,,,
M1968,MCLAREN OAKLAND,50 N PERRY ST,PONTIAC,"48342
OAKLAND",View,,,
N8013,"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN",54 N MILL ST,PONTIAC,"48342
OAKLAND",,View,,
U631802377 PEDESTRIAN BRIDGE,,M59 BETWEEN TELEGRAPH AND WOODWARD,PONTIAC,"48342
OAKLAND",View,,,
U631611912 RIKER BUILDING,,35 W. HURON ST.,PONTIAC,"48342
OAKLAND",View,,,
P1017,RIVORE METALS,141 EAST MONTCALM,PONTIAC,"48342
OAKLAND",View,,,
P0714,SPEEDWAY LLC #8821 - REMEDIATION,547 NORTH PERRY STREET,PONTIAC,"48342
OAKLAND",View,View,,
N5076,TOTAL DOOR,40 WEST HOWARD STREET,PONTIAC,"48342
OAKLAND",,View,,
P0758,UNIFIRST CORPORATION,1300 AUBURN RD,PONTIAC,"48342
OAKLAND",View,View,,
U631801190 WEST MANOR,,245 S PADDOCK,PONTIAC,"48342
OAKLAND",View,,,
N2983,BORIN BOICE INC,892 ORCHARD LAKE RD,PONTIAC,"48343
OAKLAND",View,,,
B4146,FPT-PONTIAC DIVISION L.L.C.,500 COLLIER RD,PONTIAC,"48343
OAKLAND",View,,,
N3682,LUNGHAMER BUICK GMC. INC,5825 HIGHLAND,WATERFORD,"48343
OAKLAND",View,,,
U081704224 RESIDENCE,,4720 TORSTON DR,SHELBYVILLE,"48344
BARRY",View,,,
U081704225 RESIDENCE,,4731 PRINCESS DR,SHELBYVILLE,"48344
BARRY",View,,,
N7573,AUTOMOTIVE LIGHTING LLC,5600 BOW POINTE DRIVE,CLARKSTON,"48346
OAKLAND",View,,,
U631904933 BOWMAN AUTO CENTER,,9603 DIXIE HIGHWAY,CLARKSTON,"48346
OAKLAND",View,,,
B4287,"CADILLAC ASPHALT, L.L.C., CLARKSTON",4751 WHITE LAKE RD,CLARKSTON,"48346
OAKLAND",View,View,,
EN6300285,CHAMPS CLEANERS,5837 UPLAND DR APT 101,CLARKSTON,"48346
OAKLAND",View,,,
B2803,DTE ELECTRIC COMPANY - PLACID PEAKING FACILITY,4912 EDGAR ROAD,CLARKSTON,"48346
OAKLAND","View
View",,,
B8815,HIGHLAND TANK,4701 WHITE LAKE RD,CLARKSTON,"48346
OAKLAND",View,,,
A4420,KIMBERLY LED LIGHTING,5827 TEREX DR,CLARKSTON,"48346
OAKLAND",,View,,
M4270,PONTIAC MUNICIPAL CEMETERIES,6180 DIXIE HWY,CLARKSTON,"48346
OAKLAND",View,,,
N3117,S & L AUTOBODY,4712 SASHABAW,CLARKSTON,"48346
OAKLAND",View,,,
P0120,TR EQUIPMENT,5856 SHORE COURT,CLARKSTON,"48346
OAKLAND",View,View,,
N6675,AUTOABILITY,8105 BIG LAKE ROAD,CLARKSTON,"48347
OAKLAND",View,,,
EN6300086,DEER LAKE CUSTOM CLEANERS,6700 DIXIE HIGHWAY,CLARKSTON,"48347
OAKLAND",View,,,
P0588,"LOYAL PAWS, LLC",3779 S ORTONVILLE ROAD,CLARKSTON,"48348
OAKLAND",View,View,,
N7033,"AUTOMATION & MODULAR COMPONENTS, INC.",10301 ENTERPRISE DRIVE,DAVISBURG,"48350
OAKLAND",View,,,
N5590,LAMBDA ENERGY RESOURCES LLC - HARTLAND GAS PLANT,LONE TREE RD,HARTLAND,"48353
LIVINGSTON",View,,,
N6923,LYON SAND & GRAVEL-CR JAW,1380 PLEASANT VALLEY RD,HARTLAND,"48353
LIVINGSTON",View,,,
U472102469 RESIDENCE,,2830 CLARK RD.,HARTLAND,"48353
LIVINGSTON",View,,,
P1154,EGLE RRD SE MICHIGAN DISTRICT,3542 N. DUCK LAKE ROAD,HIGHLAND,"48356
OAKLAND",,View,,
U63100338,"NEPTECH, INC.",2000 E. HIGHLAND ROAD,HIGHLAND,"48356
OAKLAND",View,,,
N6838,"VECTOR PIPELINE L.P., HIGHLAND COMPRESSOR STATION",2282 SOUTH DUCK LAKE ROAD,HIGHLAND,"48356
OAKLAND","View
View",,,
U821803315 FORMER HIGHLAND HOUSE RESTAURANT,,2630 E. HIGHLAND,HIGHLAND TOWNSHIP,"48356
WAYNE",View,,,
N7051,COMMERCIAL FABRICATING & ENGINEERING INC,1459 ENERGY WAY,HIGHLAND,"48357
OAKLAND",,View,,
N8059,PREZIO HEALTH CO.,2675 S MILFORD RD SUITE B,HIGHLAND,"48357
OAKLAND",,View,,
N5066,"EXCEL ELECTROCIRCUIT,  INC",50 NORTHPOINTE DR,LAKE ORION,"48359
OAKLAND",View,,,
,,EGLE Air Quality Division Source Master List Sorted By ZIP Code,,,,,,
Source ID,Company,Address,City,ZIP Code County,Other* ROP,PTI,,
U63130074,"FUYAO AUTOMOTIVE NORTH AMERICA, INC.","315 WEST SILVERBELL ROAD, SUITE 100",LAKE ORION,"48359
OAKLAND",View,,,
B7227,GENERAL MOTORS LLC - ORION ASSEMBLY,4555  GIDDINGS RD,LAKE ORION,"48359
OAKLAND","View
View",,,
N2702,KAY AUTOMOTIVE GRAPHICS,57  KAY INDUSTRIAL DR.,LAKE ORION,"48359
OAKLAND",View,View,,
N3417,"LYMTAL INTERNATIONAL, INC.",4150  S.  LAPEER RD.,LAKE ORION,"48359
OAKLAND",View,View,,
P0733,MILOSCH'S PALACE COLLISION CENTER,4800 S LAPEER ROAD,LAKE ORION,"48359
OAKLAND",View,View,,
U631610016 US FARATHANE LAKE ORION,,"4872 S LAPEER RD, LAKE ORION, MI 48359",LAKE ORION,"48359
OAKLAND",View,,,
N3845,EAGLE VALLEY RECYCLE AND DISPOSAL FACILITY,600 W. SILVER BELL RD.,ORION TWP,"48359
OAKLAND",View,View View,,
N2070,COMPLETE FILTRATION,1776 WEST CLARKSTON ROAD,LAKE ORION,"48362
OAKLAND",View,View,,
B2857,M. C. AEROSPACE CORP,118 INDIANWOOD,LAKE ORION,"48362
OAKLAND",View,,,
N6683,MILOSCH'S PRE-OWNED SUPERSTORE,677 SOUTH LAPEER,LAKE ORION,"48362
OAKLAND",View,,,
N2723,ODYSSEY INDUSTRIES,3020 INDIANWOOD,LAKE ORION,"48362
OAKLAND",View,View,,
N6472,GREAT LAKES CREMATORY,1281 MILMINE RD,LAKEVILLE,"48366
OAKLAND",View,,,
N2604,COOPER STANDARD,180 E. ELMWOOD,LEONARD,"48367
OAKLAND",View,,,
B6391,"BARRON INDUSTRIES, INC.",411 N OXFORD RD,OXFORD,"48370
OAKLAND",View,,,
N7601,AMERICAN AGGREGATES OF MICHIGAN INC - METSO PLANT,275 RAY ROAD,OXFORD,"48371
OAKLAND",View,View,,
N7375,"AMERICAN AGGREGATES OF MICHIGAN, INC. SANDVIK CONE",275 RAY RD.,OXFORD,"48371
OAKLAND",,View,,
N2631,"BARRON INDUSTRIES, INC.",215 PLEXUS DR,OXFORD,"48371
OAKLAND",View,View,,
B7348,R L M INDUSTRIES INC,100 HUMMER LAKE RD,OXFORD,"48371
OAKLAND",View,View,,
N6342,TRI CITY AGGREGATES,721 RAY RD,OXFORD,"48371
OAKLAND",View,,,
N5403,ACE ASPHALT & PAVING CO INC PLANT 1,16255 TINDALL RD,DAVISBURG,"48374
OAKLAND",View,View,,
N8273,ASCENSION PROVIDENCE PARK HOSPITAL,47601 GRAND RIVER AVE,NOVI,"48374
OAKLAND",,View,,
N1427,CHEYENNE EXPRESS TRUCKING,46850 GRAND RIVER AVENUE,NOVI,"48374
OAKLAND",View,,,
U631504739,LACY TOOL COMPANY,40375 GRAND RIVER AVE.,NOVI,"48374
OAKLAND",View,,,
P0331,"AMD FUTURE, INC.",MOBILE GAS STATION,NOVI,"48375
OAKLAND",View,,,
N2949,AUTOMATIC VALVE CORPORATION,22550 HESLIP,NOVI,"48375
OAKLAND",View,,,
U63090028,"BELANGER, INC.",22700 HESLIP,NOVI,"48375
OAKLAND",View,,,
N5850,BROACHING MACHINE SPECIALTIES,25180 SEELEY,NOVI,"48375
OAKLAND",View,,,
U63080068,"CAPARO VEHICLE COMPONENTS, INC.",44500 GRAND RIVER AVE,NOVI,"48375
OAKLAND",View,,,
U63080109,"COMAU, INC.","COMAU PICO, INC.",NOVI,"48375
OAKLAND",View,,,
N1975,COMPAZO INC,22500 HESLIP,NOVI,"48375
OAKLAND",View,View,,
"U631701620 DURR SYSTEMS, INC.",,42445 WEST 10 MILE ROAD,NOVI,"48375
OAKLAND",View,,,
"U631500726 EBERSPAECHER NORTH AMERICA, INC.",,43700 GEN MAR,NOVI,"48375
OAKLAND",View,,,
B7018,"GENERAL FILTERS, INC.",43800  GRAND RIVER AVE,NOVI,"48375
OAKLAND",View,,,
N7539,MAHLE POWERTRAIN LLC,41000 VINCENTI COURT,NOVI,"48375
OAKLAND",View,,,
EN6300190,MEADOWBROOK CLEANERS,41638 WEST 10 MILE ROAD,NOVI,"48375
OAKLAND",View,,,
B6088,"SUPERIOR MATERIALS, INC.",44922 GRAND RIVER,NOVI,"48375
OAKLAND",View,,,
B7357,TEMPERFORM LLC,25425 TRANS X,NOVI,"48375
OAKLAND",View,View,,
U63110334,TRAMAR  INDUSTRIES,42850 WEST TEN MILE ROAD,NOVI,"48375
OAKLAND",View,,,
B2881,US ENERGY DISTRIBUTION LLC - NOVI TERMINAL,40600 GRAND RIVER AVENUE,NOVI,"48375
OAKLAND",View,View,,
U63140601,MICHIGAN CUSTOM MACHINES (MCM),22750 HESLIP DR.,NOVI,"48376
OAKLAND",View,,,
